"","year","sector","income"
"433",2024,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",3094281.86704791
"434",2024,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",9949929.3365815
"435",2024,"Industri Kimia Farmasi dan Obat Tradisional",22736272.802101
"436",2024,"Industri Karet Barang dari Karet dan Plastik",11732137.497963
"437",2024,"Industri Barang Galian bukan Logam",7042690.74840535
"438",2024,"Industri Logam Dasar",11865912.8112574
"439",2024,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",53381575.7938439
"440",2024,"Industri Mesin dan Perlengkapan YTDL",41269676.9217933
"441",2024,"Industri Alat Angkutan",90619501.9640668
"442",2024,"Industri Furnitur",1555156.69264171
"443",2024,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",3306280.61815745
"444",2024,"Ketenagalistrikan",1531458.72210246
"445",2024,"Pengadaan Gas dan Produksi Es",5663334.11391366
"446",2024,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",740967.569118024
"447",2024,"Konstruksi",80923825.3186745
"448",2024,"Perdagangan Mobil Sepeda Motor dan Reparasinya",14737373.5001459
"449",2024,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",128598785.013267
"450",2024,"Angkutan Rel",605352.194345272
"451",2024,"Angkutan Darat",39632164.7970408
"452",2024,"Angkutan Laut",125047.253398593
"453",2024,"Angkutan Sungai Danau dan Penyeberangan",540.640023283638
"454",2024,"Angkutan Udara",6045788.29017473
"455",2024,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",1934986.79423606
"456",2024,"Penyediaan Akomodasi",3949114.39585361
"457",2024,"Penyediaan Makan Minum",19166940.6455789
"458",2024,"Informasi dan Komunikasi",24189988.8289464
"459",2024,"Jasa Perantara Keuangan",18177528.3150909
"460",2024,"Asuransi dan Dana Pensiun",2046345.87384261
"461",2024,"Jasa Keuangan Lainnya",2878599.08047267
"462",2024,"Jasa Penunjang Keuangan",240802.293638836
"463",2024,"Real Estate",6876198.21861437
"464",2024,"Jasa Perusahaan",2904004.42555677
"465",2024,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",47793134.5097249
"466",2024,"Jasa Pendidikan",25259424.6541054
"467",2024,"Jasa Kesehatan dan Kegiatan Sosial",5576653.61584832
"468",2024,"Jasa lainnya",17591719.0074998
"469",2024,"Lainnya",8368.78328104622
"470",2025,"Tanaman Pangan",42547372.2551733
"471",2025,"Tanaman Hortikultura",14735354.937558
"472",2025,"Perkebunan",6674203.28636032
"473",2025,"Peternakan",10668492.9314048
"474",2025,"Jasa Pertanian dan Perburuan ",1221761.78703733
"475",2025,"Kehutanan dan Penebangan Kayu",479972.057082222
"476",2025,"Perikanan",9380663.13444409
"477",2025,"Pertambangan Minyak Gas dan Panas Bumi",12969946.5523298
"478",2025,"Pertambangan Bijih Logam",296681.532341573
"479",2025,"Pertambangan dan Penggalian Lainnya",4240618.14265958
"480",2025,"Industri Batubara dan Pengilangan Migas",13838227.4129133
"481",2025,"Industri Makanan dan Minuman",39597055.4561902
"482",2025,"Pengolahan Tembakau",1953886.25710222
"483",2025,"Industri Tekstil dan Pakaian Jadi",64649312.7308269
"484",2025,"Industri Kulit Barang dari Kulit dan Alas Kaki",5725309.33580451
"485",2025,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",3248996.12194308
"486",2025,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",10447426.8395215
"487",2025,"Industri Kimia Farmasi dan Obat Tradisional",23873093.8639346
"488",2025,"Industri Karet Barang dari Karet dan Plastik",12318747.5171324
"489",2025,"Industri Barang Galian bukan Logam",7394825.67777131
"490",2025,"Industri Logam Dasar",12459208.6374849
"491",2025,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",56050655.9891521
"492",2025,"Industri Mesin dan Perlengkapan YTDL",43333164.3594069
"493",2025,"Industri Alat Angkutan",95150487.3393756
"494",2025,"Industri Furnitur",1632914.5718056
"495",2025,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",3471595.88698933
"496",2025,"Ketenagalistrikan",1608031.66947137
"497",2025,"Pengadaan Gas dan Produksi Es",5946500.96587531
"498",2025,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",778016.050629339
"499",2025,"Konstruksi",84970017.7671575
"500",2025,"Perdagangan Mobil Sepeda Motor dan Reparasinya",15474282.2683396
"501",2025,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",135028745.736796
"502",2025,"Angkutan Rel",635619.860054219
"503",2025,"Angkutan Darat",41613776.2475315
"504",2025,"Angkutan Laut",131299.644667916
"505",2025,"Angkutan Sungai Danau dan Penyeberangan",567.680377726532
"506",2025,"Angkutan Udara",6348078.14104197
"507",2025,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",2031737.61661234
"508",2025,"Penyediaan Akomodasi",4146570.40590648
"509",2025,"Penyediaan Makan Minum",20125288.108813
"510",2025,"Informasi dan Komunikasi",25399488.8548089
"511",2025,"Jasa Perantara Keuangan",19086429.9106791
"512",2025,"Asuransi dan Dana Pensiun",2148664.18407475
"513",2025,"Jasa Keuangan Lainnya",3022533.17064976
"514",2025,"Jasa Penunjang Keuangan",252842.982584769
"515",2025,"Real Estate",7220008.53339479
"516",2025,"Jasa Perusahaan",3049206.3878258
"517",2025,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",50182796.2710053
"518",2025,"Jasa Pendidikan",26522395.9366095
"519",2025,"Jasa Kesehatan dan Kegiatan Sosial",5855486.3161544
"520",2025,"Jasa lainnya",18471305.5261803
"521",2025,"Lainnya",8787.22244509853
"522",2026,"Tanaman Pangan",44674758.2306457
"523",2026,"Tanaman Hortikultura",15472122.7812202
"524",2026,"Perkebunan",7009884.2638515
"525",2026,"Peternakan",11201919.17462
"526",2026,"Jasa Pertanian dan Perburuan ",1282900.1143554
"527",2026,"Kehutanan dan Penebangan Kayu",504069.608559286
"528",2026,"Perikanan",9849697.63011173
"529",2026,"Pertambangan Minyak Gas dan Panas Bumi",13618444.7741299
"530",2026,"Pertambangan Bijih Logam",311515.651403693
"531",2026,"Pertambangan dan Penggalian Lainnya",4452649.24306901
"532",2026,"Industri Batubara dan Pengilangan Migas",14530146.0984657
"533",2026,"Industri Makanan dan Minuman",41576916.8912047
"534",2026,"Pengolahan Tembakau",2051580.63980731
"535",2026,"Industri Tekstil dan Pakaian Jadi",67881780.4448738
"536",2026,"Industri Kulit Barang dari Kulit dan Alas Kaki",6011574.93860716
"537",2026,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",3411446.10573699
"538",2026,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",10969799.3212177
"539",2026,"Industri Kimia Farmasi dan Obat Tradisional",25066756.721019
"540",2026,"Industri Karet Barang dari Karet dan Plastik",12934688.3516817
"541",2026,"Industri Barang Galian bukan Logam",7764567.39279942
"542",2026,"Industri Logam Dasar",13082169.27359
"543",2026,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",58853190.3347848
"544",2026,"Industri Mesin dan Perlengkapan YTDL",45499826.5280467
"545",2026,"Industri Alat Angkutan",99908023.0111412
"546",2026,"Industri Furnitur",1714560.34938079
"547",2026,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",3645177.04305298
"548",2026,"Ketenagalistrikan",1688433.26533507
"549",2026,"Pengadaan Gas dan Produksi Es",6243826.17506137
"550",2026,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",816916.966521566
"551",2026,"Konstruksi",89218519.9563173
"552",2026,"Perdagangan Mobil Sepeda Motor dan Reparasinya",16248040.4841882
"553",2026,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",141780206.643749
"554",2026,"Angkutan Rel",667400.914647678
"555",2026,"Angkutan Darat",43694468.5916045
"556",2026,"Angkutan Laut",137864.658360589
"557",2026,"Angkutan Sungai Danau dan Penyeberangan",596.073585202081
"558",2026,"Angkutan Udara",6665482.52808756
"559",2026,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",2133326.12837064
"560",2026,"Penyediaan Akomodasi",4353899.24548747
"561",2026,"Penyediaan Makan Minum",21131552.9883035
"562",2026,"Informasi dan Komunikasi",26669463.940405
"563",2026,"Jasa Perantara Keuangan",20040779.1039842
"564",2026,"Asuransi dan Dana Pensiun",2256098.51147058
"565",2026,"Jasa Keuangan Lainnya",3173664.37894357
"566",2026,"Jasa Penunjang Keuangan",265485.763403357
"567",2026,"Real Estate",7581009.40429846
"568",2026,"Jasa Perusahaan",3201668.6223043
"569",2026,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",52691941.6239202
"570",2026,"Jasa Pendidikan",27848515.7882186
"571",2026,"Jasa Kesehatan dan Kegiatan Sosial",6148260.65342711
"572",2026,"Jasa lainnya",19394871.4276244
"573",2026,"Lainnya",9226.58356735346
"574",2027,"Tanaman Pangan",46908515.2412144
"575",2027,"Tanaman Hortikultura",16245729.0267447
"576",2027,"Perkebunan",7362546.38846489
"577",2027,"Peternakan",11762016.8896739
"578",2027,"Jasa Pertanian dan Perburuan ",1347100.38225476
"579",2027,"Kehutanan dan Penebangan Kayu",529381.932473151
"580",2027,"Perikanan",10342183.9844684
"581",2027,"Pertambangan Minyak Gas dan Panas Bumi",14299367.9964455
"582",2027,"Pertambangan Bijih Logam",327091.480663763
"583",2027,"Pertambangan dan Penggalian Lainnya",4675281.91782811
"584",2027,"Industri Batubara dan Pengilangan Migas",15256661.4498463
"585",2027,"Industri Makanan dan Minuman",43655772.2642634
"586",2027,"Pengolahan Tembakau",2154159.74863323
"587",2027,"Industri Tekstil dan Pakaian Jadi",71275871.7523904
"588",2027,"Industri Kulit Barang dari Kulit dan Alas Kaki",6312153.83515228
"589",2027,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",3582018.60649176
"590",2027,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",11518290.54098
"591",2027,"Industri Kimia Farmasi dan Obat Tradisional",26320103.5374114
"592",2027,"Industri Karet Barang dari Karet dan Plastik",13581426.5738567
"593",2027,"Industri Barang Galian bukan Logam",8152796.23669634
"594",2027,"Industri Logam Dasar",13736277.9619251
"595",2027,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",61795851.552329
"596",2027,"Industri Mesin dan Perlengkapan YTDL",47774822.2002163
"597",2027,"Industri Alat Angkutan",104903436.597065
"598",2027,"Industri Furnitur",1800288.42073362
"599",2027,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",3827437.39310258
"600",2027,"Ketenagalistrikan",1772854.94223103
"601",2027,"Pengadaan Gas dan Produksi Es",6556017.66079725
"602",2027,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",857762.939545361
"603",2027,"Konstruksi",93679447.3850248
"604",2027,"Perdagangan Mobil Sepeda Motor dan Reparasinya",17060491.0214314
"605",2027,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",148869242.958252
"606",2027,"Angkutan Rel",700771.028130381
"607",2027,"Angkutan Darat",45879195.9060777
"608",2027,"Angkutan Laut",144757.925884058
"609",2027,"Angkutan Sungai Danau dan Penyeberangan",625.887371970392
"610",2027,"Angkutan Udara",6998757.18248836
"611",2027,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",2239994.22881926
"612",2027,"Penyediaan Akomodasi",4571594.55897864
"613",2027,"Penyediaan Makan Minum",22188131.1591772
"614",2027,"Informasi dan Komunikasi",28002937.8445709
"615",2027,"Jasa Perantara Keuangan",21042848.526959
"616",2027,"Asuransi dan Dana Pensiun",2368904.66706407
"617",2027,"Jasa Keuangan Lainnya",3332352.60266589
"618",2027,"Jasa Penunjang Keuangan",278760.746437027
"619",2027,"Real Estate",7960060.36317433
"620",2027,"Jasa Perusahaan",3361754.16003162
"621",2027,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",55326544.7984647
"622",2027,"Jasa Pendidikan",29240941.6378864
"623",2027,"Jasa Kesehatan dan Kegiatan Sosial",6455673.70971013
"624",2027,"Jasa lainnya",20364615.6866594
"625",2027,"Lainnya",9687.91274572113
"626",2028,"Tanaman Pangan",49253962.0121067
"627",2028,"Tanaman Hortikultura",17058015.595192
"628",2028,"Perkebunan",7733058.41327267
"629",2028,"Peternakan",12350119.666115
"630",2028,"Jasa Pertanian dan Perburuan ",1414516.1898217
"631",2028,"Kehutanan dan Penebangan Kayu",555970.755913673
"632",2028,"Perikanan",10859294.8038295
"633",2028,"Pertambangan Minyak Gas dan Panas Bumi",15014337.4782384
"634",2028,"Pertambangan Bijih Logam",343446.106055853
"635",2028,"Pertambangan dan Penggalian Lainnya",4909046.24758586
"636",2028,"Industri Batubara dan Pengilangan Migas",16019503.3734481
"637",2028,"Industri Makanan dan Minuman",45838571.3588354
"638",2028,"Pengolahan Tembakau",2261867.82058406
"639",2028,"Industri Tekstil dan Pakaian Jadi",74839667.8538116
"640",2028,"Industri Kulit Barang dari Kulit dan Alas Kaki",6627761.6914862
"641",2028,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",3761119.75183126
"642",2028,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",12094206.4471016
"643",2028,"Industri Kimia Farmasi dan Obat Tradisional",27636118.5926623
"644",2028,"Industri Karet Barang dari Karet dan Plastik",14260502.0876034
"645",2028,"Industri Barang Galian bukan Logam",8560436.57021409
"646",2028,"Industri Logam Dasar",14423092.1071427
"647",2028,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",64885646.000832
"648",2028,"Industri Mesin dan Perlengkapan YTDL",50163568.0905726
"649",2028,"Industri Alat Angkutan",110148622.105827
"650",2028,"Industri Furnitur",1890302.90104252
"651",2028,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",4018810.91044584
"652",2028,"Ketenagalistrikan",1861497.70433466
"653",2028,"Pengadaan Gas dan Produksi Es",6883818.73851829
"654",2028,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",900651.223690151
"655",2028,"Konstruksi",98363421.3282562
"656",2028,"Perdagangan Mobil Sepeda Motor dan Reparasinya",17913568.9368763
"657",2028,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",156312733.68673
"658",2028,"Angkutan Rel",735809.654062293
"659",2028,"Angkutan Darat",48173159.9747641
"660",2028,"Angkutan Laut",151995.86024424
"661",2028,"Angkutan Sungai Danau dan Penyeberangan",657.192858815337
"662",2028,"Angkutan Udara",7348695.62240875
"663",2028,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",2351995.91368965
"664",2028,"Penyediaan Akomodasi",4800174.67326624
"665",2028,"Penyediaan Makan Minum",23297538.2907409
"666",2028,"Informasi dan Komunikasi",29403085.5146594
"667",2028,"Jasa Perantara Keuangan",22095024.4678851
"668",2028,"Asuransi dan Dana Pensiun",2487351.25343954
"669",2028,"Jasa Keuangan Lainnya",3498975.73805645
"670",2028,"Jasa Penunjang Keuangan",292699.54810935
"671",2028,"Real Estate",8358063.91886046
"672",2028,"Jasa Perusahaan",3529844.18530889
"673",2028,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",58092878.7410789
"674",2028,"Jasa Pendidikan",30702988.7860634
"675",2028,"Jasa Kesehatan dan Kegiatan Sosial",6778457.42116848
"676",2028,"Jasa lainnya",21382847.2274122
"677",2028,"Lainnya",10172.3083830072
"678",2029,"Tanaman Pangan",51717359.0617943
"679",2029,"Tanaman Hortikultura",17911120.0906498
"680",2029,"Perkebunan",8122408.13930171
"681",2029,"Peternakan",12967710.0995397
"682",2029,"Jasa Pertanian dan Perburuan ",1485325.16870398
"683",2029,"Kehutanan dan Penebangan Kayu",583912.455824854
"684",2029,"Perikanan",11402422.6898789
"685",2029,"Pertambangan Minyak Gas dan Panas Bumi",15765410.8892715
"686",2029,"Pertambangan Bijih Logam",360638.676226345
"687",2029,"Pertambangan dan Penggalian Lainnya",5154593.58415391
"688",2029,"Industri Batubara dan Pengilangan Migas",16823215.8885611
"689",2029,"Industri Makanan dan Minuman",48131154.7375164
"690",2029,"Pengolahan Tembakau",2374988.87364211
"691",2029,"Industri Tekstil dan Pakaian Jadi",78582410.2557709
"692",2029,"Industri Kulit Barang dari Kulit dan Alas Kaki",6959218.39829187
"693",2029,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",3949194.82274189
"694",2029,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",12699522.4640227
"695",2029,"Industri Kimia Farmasi dan Obat Tradisional",29021603.7427447
"696",2029,"Industri Karet Barang dari Karet dan Plastik",14974311.9763609
"697",2029,"Industri Barang Galian bukan Logam",8988776.38533892
"698",2029,"Industri Logam Dasar",15144328.2709212
"699",2029,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",68130542.2097908
"700",2029,"Industri Mesin dan Perlengkapan YTDL",52674269.4085982
"701",2029,"Industri Alat Angkutan",115672319.477951
"702",2029,"Industri Furnitur",1984845.75398761
"703",2029,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",4220043.22992803
"704",2029,"Ketenagalistrikan",1954574.14068968
"705",2029,"Pengadaan Gas dan Produksi Es",7228206.20927026
"706",2029,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",945794.44362368
"707",2029,"Konstruksi",103282838.640774
"708",2029,"Perdagangan Mobil Sepeda Motor dan Reparasinya",18815925.3698486
"709",2029,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",164135902.317555
"710",2029,"Angkutan Rel",772623.436261592
"711",2029,"Angkutan Darat",50749948.8968649
"712",2029,"Angkutan Laut",159607.661063075
"713",2029,"Angkutan Sungai Danau dan Penyeberangan",690.248578188267
"714",2029,"Angkutan Udara",7716265.13353578
"715",2029,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",2470101.07656257
"716",2029,"Penyediaan Akomodasi",5040804.55882601
"717",2029,"Penyediaan Makan Minum",24463221.9853825
"718",2029,"Informasi dan Komunikasi",30874069.4217747
"719",2029,"Jasa Perantara Keuangan",23200814.4171914
"720",2029,"Asuransi dan Dana Pensiun",2611916.15790378
"721",2029,"Jasa Keuangan Lainnya",3674697.68293245
"722",2029,"Jasa Penunjang Keuangan",307455.404321105
"723",2029,"Real Estate",8776248.2431167
"724",2029,"Jasa Perusahaan",3707435.96138644
"725",2029,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",60999673.3840147
"726",2029,"Jasa Pendidikan",32238245.7797079
"727",2029,"Jasa Kesehatan dan Kegiatan Sosial",7117395.88499272
"728",2029,"Jasa lainnya",22535873.9097555
"729",2029,"Lainnya",10680.9238021576
"730",2030,"Tanaman Pangan",54303218.6436074
"731",2030,"Tanaman Hortikultura",18806666.0575404
"732",2030,"Perkebunan",8531410.33364485
"733",2030,"Peternakan",13616093.8259171
"734",2030,"Jasa Pertanian dan Perburuan ",1559664.16546465
"735",2030,"Kehutanan dan Penebangan Kayu",613252.375632399
"736",2030,"Perikanan",11972537.7165382
"737",2030,"Pertambangan Minyak Gas dan Panas Bumi",16553664.9755618
"738",2030,"Pertambangan Bijih Logam",378669.661762812
"739",2030,"Pertambangan dan Penggalian Lainnya",5412318.80799092
"740",2030,"Industri Batubara dan Pengilangan Migas",17664251.0122358
"741",2030,"Industri Makanan dan Minuman",50537692.9926689
"742",2030,"Pengolahan Tembakau",2493737.04113871
"743",2030,"Industri Tekstil dan Pakaian Jadi",82511495.9980316
"744",2030,"Industri Kulit Barang dari Kulit dan Alas Kaki",7307176.09528243
"745",2030,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",4146653.88170477
"746",2030,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",13334470.0470092
"747",2030,"Industri Kimia Farmasi dan Obat Tradisional",30472512.46492
"748",2030,"Industri Karet Barang dari Karet dan Plastik",15722993.6300118
"749",2030,"Industri Barang Galian bukan Logam",9438199.96519923
"750",2030,"Industri Logam Dasar",15901540.9191523
"751",2030,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",71537040.9914886
"752",2030,"Industri Mesin dan Perlengkapan YTDL",55307862.7804478
"753",2030,"Industri Alat Angkutan",121455139.442202
"754",2030,"Industri Furnitur",2084086.73127112
"755",2030,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",4431032.88703566
"756",2030,"Ketenagalistrikan",2052302.78913219
"757",2030,"Pengadaan Gas dan Produksi Es",7589606.93931238
"758",2030,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",993078.806383125
"759",2030,"Konstruksi",108446920.25158
"760",2030,"Perdagangan Mobil Sepeda Motor dan Reparasinya",19756455.2444601
"761",2030,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",172342356.990254
"762",2030,"Angkutan Rel",811253.537373791
"763",2030,"Angkutan Darat",53279045.2013326
"764",2030,"Angkutan Laut",167587.49187905
"765",2030,"Angkutan Sungai Danau dan Penyeberangan",724.765267785844
"766",2030,"Angkutan Udara",8102072.38841442
"767",2030,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",2593583.3584091
"768",2030,"Penyediaan Akomodasi",5292814.21788733
"769",2030,"Penyediaan Makan Minum",25686343.4712511
"770",2030,"Informasi dan Komunikasi",32417732.3952812
"771",2030,"Jasa Perantara Keuangan",24360845.5973744
"772",2030,"Asuransi dan Dana Pensiun",2742503.81027069
"773",2030,"Jasa Keuangan Lainnya",3858400.8732771
"774",2030,"Jasa Penunjang Keuangan",322823.097492763
"775",2030,"Real Estate",9215047.27882394
"776",2030,"Jasa Perusahaan",3892755.71244555
"777",2030,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",64049557.9967565
"778",2030,"Jasa Pendidikan",33850152.7748231
"779",2030,"Jasa Kesehatan dan Kegiatan Sosial",7473264.93245947
"780",2030,"Jasa lainnya",23658474.3460583
"781",2030,"Lainnya",11214.9699922654
