"","year","id.land.use","land.use","Hutan.lahan.kering.primer","Hutan.lahan.kering.sekunder...bekas.tebangan","Hutan.rawa.primer","Hutan.rawa.sekunder","Hutan.mangrove.primer","Hutan.mangrove.sekunder","Hutan.tanaman","Perkebunan","Semak.belukar","Semak.belukar.rawa","Savanna...Padang.rumput","Pertanian.lahan.kering","Pertanian.lahan.kering..campur.semak...kebun.campur","Sawah","Tambak","Pemukiman","Transmigrasi","Lahan.terbuka","Pertambangan","Tubuh.air","Rawa","Awan","Bandara"
"Savanna...Padang.rumput6",2022,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering6",2022,"12","Pertanian.lahan.kering",0,0,0,0,0,0,49460.3865461073,0,391.678035128818,0,0,808927.990574371,66008.6054178901,66878.7635663112,6728.98041454809,9736.09316492071,0,30.7060956236528,711.557836352717,2592.78064356583,0,0,14.0697331525007
"Pertanian.lahan.kering..campur.semak...kebun.campur6",2022,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,20554.2414080926,0,0,0,0,1983.06712349541,4525.06328023837,0,0,0,70327.8755248631,676408.99841321,63187.2163841331,0,8623.13026423818,0,0,0,0,0,0,0
"Sawah6",2022,"14","Sawah",0,0,0,0,0,0,16379.9677455845,14615.0593936291,0,0,0,72569.7272493715,65522.9922536839,721942.785232082,0,10009.6754819324,0,1073.87926700228,0,314.3949168158,0,0,0
"Tambak6",2022,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,10168.5201487648,40674.0805950591,0,0,0,0,0,0,0,0
"Pemukiman6",2022,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,19884.1547822045,13152.0107321079,11489.104471915,0,178095.352835361,0,0,0,0,0,0,0
"Transmigrasi6",2022,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka6",2022,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1750.19730574193,0,0,0,0,7000.78922296701,0,0,0,0,0
"Pertambangan6",2022,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,451.636444444035,0,0,0,0,0,0,1806.54577777605,0,0,0,0
"Tubuh.air6",2022,"20","Tubuh.air",0,0,0,0,0,0,0,1669.57128997561,0,0,0,2862.631790339,0,0,0,0,0,0,0,18128.8123212603,0,0,0
"Rawa6",2022,"21","Rawa",0,0,0,0,0,1.17252017665214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7204761999237,0,0
"Awan6",2022,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara6",2022,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,37.5192885817551,0,0,0,0,0,0,0,0,0,0,150.077154327172
"Hutan.lahan.kering.primer7",2023,"1","Hutan.lahan.kering.primer",9708.3305752768,0,0,0,0,0,0,0,0,0,0,0,705.137771900898,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan7",2023,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,98695.804103438,0,0,0,0,0,0,0,0,0,17327.238121227,9353.99076402095,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer7",2023,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder7",2023,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer7",2023,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder7",2023,"6","Hutan.mangrove.sekunder",0,0,0,0,0,741.991579805697,0,0,0,0,0,0,0,0,0,56.8377769355866,0,0,0,0,0,0,0
"Hutan.tanaman7",2023,"7","Hutan.tanaman",0,0,0,0,0,0,303316.054982566,0,0,0,0,30892.6269794995,23739.8366994986,23845.5857206788,0,0,0,0,0,0,0,0,0
"Perkebunan7",2023,"8","Perkebunan",0,0,0,0,0,0,0,100858.58994467,0,0,0,11992.7326193178,6858.75829550302,6364.64148919276,0,0,0,0,0,0,0,0,0
"Semak.belukar7",2023,"9","Semak.belukar",0,0,0,0,0,0,0,0,2042.5942462475,0,0,0,525.335031552544,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa7",2023,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput7",2023,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering7",2023,"12","Pertanian.lahan.kering",0,0,0,0,0,0,48338.5550638414,0,344.91836530235,0,0,828898.434560924,70219.8154504292,69943.20878288,6018.34207091396,8849.99008505848,0,498.562253211654,834.181512781943,2494.28795073042,0,0,12.3110165034595
"Pertanian.lahan.kering..campur.semak...kebun.campur7",2023,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,18303.6245463958,0,0,0,0,1413.93213675532,5074.85305723063,0,0,0,74548.8198970568,692335.385779145,66148.7163614882,0,7694.56039515603,0,0,0,0,0,0,0
"Sawah7",2023,"14","Sawah",0,0,0,0,0,0,14742.9270291761,14035.005002378,0,0,0,75637.3252121963,68491.0795016554,725362.491909409,0,8006.60070180758,0,427.685530138166,0,0,0,0,0
"Tambak7",2023,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,9480.61220192119,37922.4488076855,0,0,0,0,0,0,0,0
"Pemukiman7",2023,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,19267.0372674508,12423.6725768144,9614.13366578787,0,165214.061161399,0,0,0,0,0,0,0
"Transmigrasi7",2023,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka7",2023,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1621.07491711857,0,0,0,0,6484.29966847431,0,0,0,0,0
"Pertambangan7",2023,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,503.620722825762,0,0,0,0,0,0,2014.48289130324,0,0,0,0
"Tubuh.air7",2023,"20","Tubuh.air",0,0,0,0,0,0,0,881.893909901205,0,0,0,3325.30366642707,0,0,0,0,0,0,0,16828.7903053135,0,0,0
"Rawa7",2023,"21","Rawa",0,0,0,0,0,1.26190173911255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4585744606229,0,0
"Awan7",2023,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara7",2023,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,32.8293774958984,0,0,0,0,0,0,0,0,0,0,131.317509983717
"Hutan.lahan.kering.primer8",2024,"1","Hutan.lahan.kering.primer",8952.38425326591,0,0,0,0,0,0,0,0,0,0,0,755.946322010709,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan8",2024,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,92101.0205376304,0,0,0,0,0,0,0,0,0,16530.1781109479,8368.23000125554,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer8",2024,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder8",2024,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer8",2024,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder8",2024,"6","Hutan.mangrove.sekunder",0,0,0,0,0,684.1337770709,0,0,0,0,0,0,0,0,0,59.1197044740875,0,0,0,0,0,0,0
"Hutan.tanaman8",2024,"7","Hutan.tanaman",0,0,0,0,0,0,292207.560405736,0,0,0,0,30436.3436534507,23138.6578684895,22028.9072846628,0,0,0,0,0,0,0,0,0
"Perkebunan8",2024,"8","Perkebunan",0,0,0,0,0,0,0,96679.1348235932,0,0,0,12119.2772287565,6883.35401902962,5168.57584280139,0,0,0,0,0,0,0,0,0
"Semak.belukar8",2024,"9","Semak.belukar",0,0,0,0,0,0,0,0,1899.08638269526,0,0,0,488.42622885389,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa8",2024,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput8",2024,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering8",2024,"12","Pertanian.lahan.kering",0,0,0,0,0,0,47283.0334536023,0,295.450895625661,0,0,849670.516548976,74766.7623655098,73227.6888724586,5294.58870552476,8091.67525975409,0,737.379038571002,986.746219670371,2061.35492529221,0,0,10.7721394367982
"Pertanian.lahan.kering..campur.semak...kebun.campur8",2024,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,15918.3354337379,0,0,0,0,834.859052596381,5740.91676891083,0,0,0,78965.3455272094,708936.810500677,69159.7759855883,0,6718.04351891799,0,0,0,0,0,0,0
"Sawah8",2024,"14","Sawah",0,0,0,0,0,0,12920.2183948887,13376.116928604,0,0,0,78691.1073592631,71412.1468949951,728607.512105087,0,5752.28844852127,0,0,0,0,0,0,0
"Tambak8",2024,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,8788.15817571968,35152.6327028793,0,0,0,0,0,0,0,0
"Pemukiman8",2024,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,18672.223223831,11679.8705594891,7613.29290828724,0,151856.66342875,0,0,0,0,0,0,0
"Transmigrasi8",2024,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka8",2024,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1482.10949036504,0,0,0,0,5928.4379614592,0,0,0,0,0
"Pertambangan8",2024,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,569.732880817311,0,0,0,0,0,0,2278.931523268,0,0,0,0
"Tubuh.air8",2024,"20","Tubuh.air",0,0,0,0,0,0,0,98.6187643107105,0,0,0,3765.99688689779,0,0,0,0,0,0,0,15458.4626048349,0,0,0
"Rawa8",2024,"21","Rawa",0,0,0,0,0,1.3525330352204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1060414254898,0,0
"Awan8",2024,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara8",2024,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,28.7257052976247,0,0,0,0,0,0,0,0,0,0,114.90282118962
"Hutan.lahan.kering.primer9",2025,"1","Hutan.lahan.kering.primer",8144.47773357342,0,0,0,0,0,0,0,0,0,0,0,807.906519692781,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan9",2025,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,85031.9786821859,0,0,0,0,0,0,0,0,0,15735.1910852537,7252.18620392844,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer9",2025,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder9",2025,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer9",2025,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder9",2025,"6","Hutan.mangrove.sekunder",0,0,0,0,0,623.963243352198,0,0,0,0,0,0,0,0,0,61.5230667541546,0,0,0,0,0,0,0
"Hutan.tanaman9",2025,"7","Hutan.tanaman",0,0,0,0,0,0,280635.772607905,0,0,0,0,30065.5275749052,22493.4554623813,20050.9156616319,0,0,0,0,0,0,0,0,0
"Perkebunan9",2025,"8","Perkebunan",0,0,0,0,0,0,0,92714.7378141097,0,0,0,12387.0078152753,6923.41437810557,3869.62727792896,0,0,0,0,0,0,0,0,0
"Semak.belukar9",2025,"9","Semak.belukar",0,0,0,0,0,0,0,0,1745.58904586082,0,0,0,448.948232459644,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa9",2025,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput9",2025,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering9",2025,"12","Pertanian.lahan.kering",0,0,0,0,0,0,46248.5431082879,0,243.127688417808,0,0,871282.425321218,79664.2932744533,76737.8978622099,4555.24808656485,7387.30811452103,0,537.396930934599,1176.77542911825,1607.00568771793,0,0,9.42562200350221
"Pertanian.lahan.kering..campur.semak...kebun.campur9",2025,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,13391.1762364089,0,0,0,0,249.363486890419,6172.40002876328,0,0,0,83796.6022647875,726245.379250707,72332.9283893144,0,5724.46459380405,0,0,0,0,0,0,0
"Sawah9",2025,"14","Sawah",0,0,0,0,0,0,10945.1741925308,12306.8105312536,0,0,0,81960.8072042608,74419.5416836306,731675.128939684,0,3286.44862324618,0,0,0,0,0,0,0
"Tambak9",2025,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,8089.4442816807,32357.7771267231,0,0,0,0,0,0,0,0
"Pemukiman9",2025,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,18163.3638622051,10888.416939826,5444.66469834867,0,137981.344860038,0,0,0,0,0,0,0
"Transmigrasi9",2025,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka9",2025,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1333.16340000593,0,0,0,0,5332.65360002406,0,0,0,0,0
"Pertambangan9",2025,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,653.135548587601,0,0,0,0,0,0,2612.54219435052,0,0,0,0
"Tubuh.air9",2025,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,3503.96350602532,0,0,0,0,0,0,0,14015.8540241015,0,0,0
"Rawa9",2025,"21","Rawa",0,0,0,0,0,1.44522146919462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6608199559923,0,0
"Awan9",2025,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara9",2025,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,25.1349921253363,0,0,0,0,0,0,0,0,0,0,100.539968500726
"Hutan.lahan.kering.primer10",2026,"1","Hutan.lahan.kering.primer",7282.99358073936,0,0,0,0,0,0,0,0,0,0,0,861.484152834085,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan10",2026,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,77477.9254663372,0,0,0,0,0,0,0,0,0,14897.9778690454,6047.25158321138,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer10",2026,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder10",2026,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer10",2026,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder10",2026,"6","Hutan.mangrove.sekunder",0,0,0,0,0,561.335649585235,0,0,0,0,0,0,0,0,0,64.0728152365336,0,0,0,0,0,0,0
"Hutan.tanaman10",2026,"7","Hutan.tanaman",0,0,0,0,0,0,268586.504893542,0,0,0,0,29705.2259076993,21813.977968529,17973.1446258432,0,0,0,0,0,0,0,0,0
"Perkebunan10",2026,"8","Perkebunan",0,0,0,0,0,0,0,88954.1109785516,0,0,0,12722.4016735195,6988.18556196722,2529.25016008852,0,0,0,0,0,0,0,0,0
"Semak.belukar10",2026,"9","Semak.belukar",0,0,0,0,0,0,0,0,1581.87431171509,0,0,0,406.842422563422,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa10",2026,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput10",2026,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering10",2026,"12","Pertanian.lahan.kering",0,0,0,0,0,0,45009.3684680949,0,187.776296559416,0,0,893774.240896431,84801.9150940724,80419.9871196922,3797.65379810065,6704.91008712749,0,325.624260840981,1413.75852808567,1129.67720639094,0,0,8.24741924955742
"Pertanian.lahan.kering..campur.semak...kebun.campur10",2026,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,10713.7146066193,0,0,0,0,0,6558.63547286818,0,0,0,88767.5923559157,744294.792735668,75534.4978160394,0,4607.47235807998,0,0,0,0,0,0,0
"Sawah10",2026,"14","Sawah",0,0,0,0,0,0,8691.20840633491,11221.7224369699,0,0,0,85415.782478381,77566.789674154,734560.48568864,0,744.61842631959,0,0,0,0,0,0,0
"Tambak10",2026,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,7382.60504265747,29530.4201706305,0,0,0,0,0,0,0,0
"Pemukiman10",2026,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,17662.0535828926,10056.2337780719,3170.72511703298,0,123552.076780366,0,0,0,0,0,0,0
"Transmigrasi10",2026,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka10",2026,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1174.01010619175,0,0,0,0,4696.04042476665,0,0,0,0,0
"Pertambangan10",2026,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,757.86352469368,0,0,0,0,0,0,3031.45409877483,0,0,0,0
"Tubuh.air10",2026,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,3124.57194236396,0,0,0,0,0,0,0,12498.2877694554,0,0,0
"Rawa10",2026,"21","Rawa",0,0,0,0,0,1.54078550154281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12003445449955,0,0
"Awan10",2026,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara10",2026,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,21.9931181007246,0,0,0,0,0,0,0,0,0,0,87.9724724030289
"Hutan.lahan.kering.primer11",2027,"1","Hutan.lahan.kering.primer",6365.82081774921,0,0,0,0,0,0,0,0,0,0,0,917.172762989889,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan11",2027,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,69423.7582810471,0,0,0,0,0,0,0,0,0,14008.3892726934,4759.49251921526,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer11",2027,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder11",2027,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer11",2027,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder11",2027,"6","Hutan.mangrove.sekunder",0,0,0,0,0,496.080658928906,0,0,0,0,0,0,0,0,0,66.7957761578764,0,0,0,0,0,0,0
"Hutan.tanaman11",2027,"7","Hutan.tanaman",0,0,0,0,0,0,256040.743143156,0,0,0,0,29405.3459484916,21165.2406538892,15675.7520224356,0,0,0,0,0,0,0,0,0
"Perkebunan11",2027,"8","Perkebunan",0,0,0,0,0,0,0,85386.569409237,0,0,0,13177.6415469544,7142.11048059979,1028.14745159777,0,0,0,0,0,0,0,0,0
"Semak.belukar11",2027,"9","Semak.belukar",0,0,0,0,0,0,0,0,1407.62371517682,0,0,0,362.026893096655,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa11",2027,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput11",2027,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering11",2027,"12","Pertanian.lahan.kering",0,0,0,0,0,0,43958.9328632389,0,129.194208910369,0,0,917188.02891624,90566.9511034894,84456.9106630632,3018.88333091894,5085.09243254797,0,101.266863687357,1709.65925979288,627.567215314004,0,0,7.21649184009584
"Pertanian.lahan.kering..campur.semak...kebun.campur11",2027,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,7876.01312098966,0,0,0,0,0,7368.54338521176,0,0,0,94245.9829984486,763120.425245914,78949.2996131011,0,2451.21871359846,0,0,0,0,0,0,0
"Sawah11",2027,"14","Sawah",0,0,0,0,0,0,5840.30283563917,9748.59304448257,0,0,0,88452.4080645667,80272.8351693108,737256.556455995,0,0,0,0,0,0,0,0,0
"Tambak11",2027,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,6665.61479374611,26662.4591749847,0,0,0,0,0,0,0,0
"Pemukiman11",2027,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,17222.6089173845,9252.47933129241,660.239906756813,0,108537.822311696,0,0,0,0,0,0,0
"Transmigrasi11",2027,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka11",2027,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1004.33293712164,0,0,0,0,4017.33174848586,0,0,0,0,0
"Pertambangan11",2027,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,889.042525372021,0,0,0,0,0,0,3556.1701014885,0,0,0,0
"Tubuh.air11",2027,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,2725.59299516932,0,0,0,0,0,0,0,10902.3719806769,0,0,0
"Rawa11",2027,"21","Rawa",0,0,0,0,0,1.64009232397348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47994213067432,0,0
"Awan11",2027,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara11",2027,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,19.243978330433,0,0,0,0,0,0,0,0,0,0,76.9759133219472
"Hutan.lahan.kering.primer12",2028,"1","Hutan.lahan.kering.primer",5390.30538712804,0,0,0,0,0,0,0,0,0,0,0,975.51543062103,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan12",2028,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,38031.1036323557,0,0,0,0,0,0,0,0,0,30533.6301196446,8735.03765003649,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer12",2028,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder12",2028,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer12",2028,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder12",2028,"6","Hutan.mangrove.sekunder",0,0,0,0,0,427.998798459284,0,0,0,0,0,0,0,0,0,69.7219527937959,0,0,0,0,0,0,0
"Hutan.tanaman12",2028,"7","Hutan.tanaman",0,0,0,0,0,0,151858.971192759,0,0,0,0,68654.2062579724,47707.4439845575,37619.3574067454,0,0,0,0,0,0,0,0,0
"Perkebunan12",2028,"8","Perkebunan",0,0,0,0,0,0,0,51251.2492711723,0,0,0,33254.5676442621,14222.7927912392,3775.09613225883,0,0,0,0,0,0,0,0,0
"Semak.belukar12",2028,"9","Semak.belukar",0,0,0,0,0,0,0,0,764.01428682412,0,0,0,772.803637262544,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa12",2028,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput12",2028,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering12",2028,"12","Pertanian.lahan.kering",0,0,0,0,0,0,73964.8514706761,24156.5563219648,525.550719115054,0,0,588479.962343478,228314.90063224,214184.947641641,11120.0873339788,28240.0247038089,0,1098.96677793274,3659.305477546,3557.5595893623,0,0,31.5721519062063
"Pertanian.lahan.kering..campur.semak...kebun.campur12",2028,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,27684.9629662228,0,0,0,0,25988.2401286892,13688.6406173247,0,0,0,224388.495469076,489224.630114114,190894.031017279,0,6694.06678421309,0,0,0,0,0,0,0
"Sawah12",2028,"14","Sawah",0,0,0,0,0,0,36888.0061551158,9393.24501704012,0,0,0,217725.561457646,195596.26640711,462346.260453348,0,2743.18141643611,0,0,0,0,0,0,0
"Tambak12",2028,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,14840.6712529519,14840.6712529518,0,0,0,0,0,0,0,0
"Pemukiman12",2028,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,37608.4432119738,16571.493385278,3890.90149807706,0,58070.0911386719,0,0,0,0,0,0,0
"Transmigrasi12",2028,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka12",2028,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,2059.29930608718,0,0,0,0,2059.29930608671,0,0,0,0,0
"Pertambangan12",2028,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,2632.91468064093,0,0,0,0,0,0,2632.9146806408,0,0,0,0
"Tubuh.air12",2028,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,5764.9695979958,0,0,0,0,0,0,0,5764.96959799561,0,0,0
"Rawa12",2028,"21","Rawa",0,0,0,0,0,1.7440960904346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73584604024836,0,0
"Awan12",2028,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara12",2028,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,42.0962025810984,0,0,0,0,0,0,0,0,0,0,42.0962025812548
"Hutan.lahan.kering.primer13",2029,"1","Hutan.lahan.kering.primer",4353.17691098687,0,0,0,0,0,0,0,0,0,0,0,1037.12847614126,0,0,0,0,0,0,0,0,0,0
